	LA-306H:Oil Rate (H), sm3/day	LA-306H:Water Injection Rate (H), sm3/day	LA-306H:Liquid Rate (H), sm3/day	LA-306H:Oil Total (H), sm3	LA-306H:Liquid Total (H), sm3	LA-306H:Water Injection Total (H), sm3	LA-306H:Water Rate (H), sm3/day	LA-306H:Gas Rate (H), sm3/day	LA-306H:Bottom Hole Pressure (H), Bars
14/01/2020	0.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000
14/01/2020 0:30	0.000	650	0.000	0.000	0.000	13.650	0.000	0.000	0.000
14/01/2020 1:00	0.000	650	0.000	0.000	0.000	27.300	0.000	0.000	0.000
14/01/2020 1:30	0.000	650	0.000	0.000	0.000	40.950	0.000	0.000	0.000
14/01/2020 2:00	0.000	650	0.000	0.000	0.000	54.600	0.000	0.000	0.000
14/01/2020 2:31	0.000	650	0.000	0.000	0.000	68.250	0.000	0.000	0.000
14/01/2020 3:01	0.000	650	0.000	0.000	0.000	81.900	0.000	0.000	0.000
14/01/2020 3:31	0.000	650	0.000	0.000	0.000	95.550	0.000	0.000	0.000
14/01/2020 4:01	0.000	650	0.000	0.000	0.000	109.200	0.000	0.000	0.000
14/01/2020 4:32	0.000	650	0.000	0.000	0.000	122.850	0.000	0.000	0.000
14/01/2020 5:02	0.000	650	0.000	0.000	0.000	136.500	0.000	0.000	0.000
14/01/2020 5:32	0.000	650	0.000	0.000	0.000	150.150	0.000	0.000	0.000
14/01/2020 6:02	0.000	650	0.000	0.000	0.000	163.800	0.000	0.000	0.000
14/01/2020 6:33	0.000	650	0.000	0.000	0.000	177.450	0.000	0.000	0.000
14/01/2020 7:03	0.000	650	0.000	0.000	0.000	191.100	0.000	0.000	0.000
14/01/2020 7:33	0.000	650	0.000	0.000	0.000	204.750	0.000	0.000	0.000
14/01/2020 8:03	0.000	650	0.000	0.000	0.000	218.400	0.000	0.000	0.000
14/01/2020 8:34	0.000	650	0.000	0.000	0.000	232.050	0.000	0.000	0.000
14/01/2020 9:04	0.000	650	0.000	0.000	0.000	245.700	0.000	0.000	0.000
14/01/2020 9:34	0.000	650	0.000	0.000	0.000	259.350	0.000	0.000	0.000
14/01/2020 10:04	0.000	650	0.000	0.000	0.000	273.000	0.000	0.000	0.000
14/01/2020 10:35	0.000	650	0.000	0.000	0.000	286.650	0.000	0.000	0.000
14/01/2020 11:05	0.000	650	0.000	0.000	0.000	300.300	0.000	0.000	0.000
14/01/2020 11:35	0.000	650	0.000	0.000	0.000	313.950	0.000	0.000	0.000
14/01/2020 12:05	0.000	650	0.000	0.000	0.000	327.600	0.000	0.000	0.000
14/01/2020 12:36	0.000	650	0.000	0.000	0.000	341.250	0.000	0.000	0.000
14/01/2020 13:06	0.000	650	0.000	0.000	0.000	354.900	0.000	0.000	0.000
14/01/2020 13:36	0.000	650	0.000	0.000	0.000	368.550	0.000	0.000	0.000
14/01/2020 14:06	0.000	650	0.000	0.000	0.000	382.200	0.000	0.000	0.000
14/01/2020 14:36	0.000	650	0.000	0.000	0.000	395.850	0.000	0.000	0.000
14/01/2020 15:07	0.000	650	0.000	0.000	0.000	409.500	0.000	0.000	0.000
14/01/2020 15:37	0.000	650	0.000	0.000	0.000	423.150	0.000	0.000	0.000
14/01/2020 16:07	0.000	650	0.000	0.000	0.000	436.800	0.000	0.000	0.000
14/01/2020 16:37	0.000	650	0.000	0.000	0.000	450.450	0.000	0.000	0.000
14/01/2020 17:08	0.000	650	0.000	0.000	0.000	464.100	0.000	0.000	0.000
14/01/2020 17:38	0.000	650	0.000	0.000	0.000	477.750	0.000	0.000	0.000
14/01/2020 18:08	0.000	650	0.000	0.000	0.000	491.400	0.000	0.000	0.000
14/01/2020 18:38	0.000	650	0.000	0.000	0.000	505.050	0.000	0.000	0.000
14/01/2020 19:09	0.000	650	0.000	0.000	0.000	518.700	0.000	0.000	0.000
14/01/2020 19:39	0.000	650	0.000	0.000	0.000	532.350	0.000	0.000	0.000
14/01/2020 20:09	0.000	650	0.000	0.000	0.000	546.000	0.000	0.000	0.000
14/01/2020 20:39	0.000	650	0.000	0.000	0.000	559.650	0.000	0.000	0.000
14/01/2020 21:10	0.000	650	0.000	0.000	0.000	573.300	0.000	0.000	0.000
14/01/2020 21:40	0.000	650	0.000	0.000	0.000	586.950	0.000	0.000	0.000
14/01/2020 22:10	0.000	650	0.000	0.000	0.000	600.600	0.000	0.000	0.000
14/01/2020 22:40	0.000	650	0.000	0.000	0.000	614.250	0.000	0.000	0.000
14/01/2020 23:11	0.000	650	0.000	0.000	0.000	627.900	0.000	0.000	0.000
14/01/2020 23:41	0.000	650	0.000	0.000	0.000	641.550	0.000	0.000	0.000
15/01/2020 0:11	0.000	650	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 0:41	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 1:12	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 1:42	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 2:12	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 2:42	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 3:12	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 3:43	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 4:13	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 4:43	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 5:13	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 5:44	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 6:14	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 6:44	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 7:14	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 7:45	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 8:15	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 8:45	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 9:15	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 9:46	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 10:16	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 10:46	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 11:16	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 11:47	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 12:17	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 12:47	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 13:17	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 13:48	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 14:18	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 14:48	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 15:18	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 15:48	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 16:19	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 16:49	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 17:19	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 17:49	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 18:20	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 18:50	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 19:20	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 19:50	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 20:21	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 20:51	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 21:21	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 21:51	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 22:22	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 22:52	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 23:22	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/01/2020 23:52	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/01/2020 0:23	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/01/2020 1:23	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/01/2020 2:24	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/01/2020 3:24	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/01/2020 4:24	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/01/2020 5:25	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/01/2020 6:25	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/01/2020 7:26	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/01/2020 8:26	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/01/2020 9:27	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/01/2020 10:27	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/01/2020 11:28	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/01/2020 12:28	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/01/2020 13:29	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/01/2020 14:29	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/01/2020 15:30	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/01/2020 16:30	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/01/2020 17:31	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/01/2020 18:31	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/01/2020 19:32	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/01/2020 20:32	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/01/2020 21:33	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/01/2020 22:33	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/01/2020 23:34	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
17/01/2020 0:34	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
17/01/2020 4:35	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
17/01/2020 8:35	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
17/01/2020 12:36	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
17/01/2020 16:36	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
17/01/2020 20:36	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
18/01/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
18/01/2020 6:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
18/01/2020 12:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
18/01/2020 18:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
19/01/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
20/01/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
21/01/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
22/01/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
23/01/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
24/01/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
25/01/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
26/01/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
27/01/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
28/01/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
29/01/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
30/01/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
31/01/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
01/02/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
02/02/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
03/02/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
04/02/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
05/02/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
06/02/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
07/02/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
08/02/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
09/02/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
10/02/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
11/02/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
12/02/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
13/02/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
14/02/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
15/02/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
16/02/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
17/02/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
18/02/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
19/02/2020 0:37	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
20/02/2020	0.000	0	0.000	0.000	0.000	655.200	0.000	0.000	0.000
21/02/2020	0.000	0	0.830	0.000	0.830	655.200	0.830	0.000	617.568
22/02/2020	0.000	0	0.810	0.000	1.640	655.200	0.810	0.000	615.545
23/02/2020	0.000	0	0.822	0.000	2.462	655.200	0.822	0.000	612.215
24/02/2020	0.000	0	0.833	0.000	3.295	655.200	0.833	0.000	610.298
25/02/2020	0.000	0	0.846	0.000	4.141	655.200	0.846	0.000	608.078
26/02/2020	0.000	0	0.858	0.000	4.999	655.200	0.858	0.000	606.162
27/02/2020	0.000	0	0.893	0.000	5.892	655.200	0.893	0.000	604.652
28/02/2020	0.000	0	0.826	0.000	6.719	655.200	0.826	0.000	603.026
29/02/2020	0.000	0	0.817	0.000	7.535	655.200	0.817	0.000	601.510
01/03/2020	0.000	0	0.799	0.000	8.334	655.200	0.799	0.000	600.194
02/03/2020	0.000	0	0.843	0.000	9.177	655.200	0.843	0.000	598.686
03/03/2020	0.000	0	0.847	0.000	10.024	655.200	0.847	0.000	597.475
04/03/2020	0.000	0	0.840	0.000	10.863	655.200	0.840	0.000	596.464
05/03/2020	0.000	0	1.146	0.000	12.009	655.200	1.146	0.000	592.985
06/03/2020	0.000	0	1.212	0.000	13.221	655.200	1.212	0.000	590.979
07/03/2020	0.000	0	1.208	0.000	14.429	655.200	1.208	0.000	589.362
08/03/2020	0.000	0	1.212	0.000	15.641	655.200	1.212	0.000	587.343
09/03/2020	0.000	0	1.232	0.000	16.873	655.200	1.232	0.000	585.934
10/03/2020	0.000	0	1.232	0.000	18.105	655.200	1.232	0.000	584.419
11/03/2020	0.000	0	1.215	0.000	19.320	655.200	1.215	0.000	583.405
12/03/2020	0.000	0	1.261	0.000	20.581	655.200	1.261	0.000	581.396
13/03/2020	0.025	0	1.254	0.025	21.835	655.200	1.229	0.000	577.141
14/03/2020	0.075	0	1.257	0.100	23.092	655.200	1.182	0.000	569.618
15/03/2020	0.130	0	1.246	0.230	24.338	655.200	1.116	0.000	561.485
16/03/2020	0.132	0	1.215	0.362	25.553	655.200	1.083	0.000	560.124
17/03/2020	0.134	0	1.224	0.496	26.778	655.200	1.090	0.000	559.283
18/03/2020	0.149	0	1.202	0.644	27.980	655.200	1.053	0.000	556.900
19/03/2020	0.156	0	1.198	0.801	29.178	655.200	1.042	0.000	555.813
20/03/2020	0.178	0	1.185	0.979	30.363	655.200	1.007	0.000	552.848
21/03/2020	0.208	0	1.181	1.187	31.544	655.200	0.972	0.000	549.061
22/03/2020	0.238	0	1.175	1.425	32.719	655.200	0.938	0.000	545.520
23/03/2020	0.269	0	1.160	1.694	33.878	655.200	0.890	0.000	541.498
24/03/2020	0.294	0	1.167	1.988	35.045	655.200	0.873	0.000	538.540
25/03/2020	0.318	0	1.166	2.306	36.211	655.200	0.848	0.000	535.548
26/03/2020	0.328	0	1.172	2.635	37.383	655.200	0.843	0.000	534.221
27/03/2020	0.346	0	1.171	2.981	38.553	655.200	0.825	22.222	532.123
28/03/2020	0.370	0	1.173	3.351	39.726	655.200	0.803	30.556	529.143
29/03/2020	0.397	0	1.176	3.748	40.902	655.200	0.778	31.111	525.877
30/03/2020	0.422	0	1.173	4.169	42.075	655.200	0.751	28.472	522.961
31/03/2020	0.441	0	1.187	4.610	43.262	655.200	0.746	32.986	520.913
01/04/2020	0.457	0	1.196	5.067	44.458	655.200	0.739	36.458	519.158
02/04/2020	0.481	0	1.193	5.549	45.651	655.200	0.712	36.458	516.175
03/04/2020	0.506	0	1.186	6.054	46.837	655.200	0.681	39.583	512.770
04/04/2020	0.528	0	1.176	6.583	48.013	655.200	0.648	42.361	509.508
05/04/2020	0.549	0	1.169	7.132	49.183	655.200	0.620	43.750	506.344
06/04/2020	0.551	0	1.169	7.683	50.352	655.200	0.619	45.000	505.099
07/04/2020	0.581	0	1.226	8.264	51.578	655.200	0.644	49.375	504.073
08/04/2020	0.697	0	1.242	8.960	52.820	655.200	0.546	50.000	495.470
09/04/2020	0.792	0	1.253	9.752	54.073	655.200	0.461	50.000	486.525
10/04/2020	0.809	0	1.269	10.561	55.342	655.200	0.460	50.000	484.510
11/04/2020	0.806	0	1.251	11.367	56.593	655.200	0.446	51.944	482.457
12/04/2020	0.792	0	1.253	12.158	57.846	655.200	0.461	52.639	481.897
13/04/2020	0.800	0	1.257	12.958	59.103	655.200	0.457	54.861	479.668
14/04/2020	0.804	0	1.266	13.763	60.369	655.200	0.462	54.861	478.232
15/04/2020	0.801	0	1.272	14.564	61.640	655.200	0.470	54.861	477.106
16/04/2020	0.792	0	1.253	15.356	62.893	655.200	0.460	54.861	475.163
17/04/2020	0.765	0	1.224	16.121	64.117	655.200	0.459	54.861	474.251
18/04/2020	0.756	0	1.210	16.877	65.327	655.200	0.454	56.944	472.812
19/04/2020	0.779	0	1.226	17.656	66.553	655.200	0.447	58.333	470.254
20/04/2020	0.760	0	1.200	18.417	67.753	655.200	0.440	58.681	468.870
21/04/2020	0.771	0	1.215	19.188	68.968	655.200	0.444	59.375	466.971
22/04/2020	0.773	0	1.193	19.960	70.161	655.200	0.420	59.375	464.291
23/04/2020	0.781	0	1.196	20.742	71.357	655.200	0.415	53.750	462.502
24/04/2020	0.779	0	1.192	21.521	72.549	655.200	0.413	51.528	460.603
25/04/2020	0.785	0	1.184	22.306	73.733	655.200	0.399	55.139	458.222
26/04/2020	0.781	0	1.182	23.086	74.915	655.200	0.401	56.250	456.868
27/04/2020	0.776	0	1.174	23.863	76.088	655.200	0.397	49.514	455.123
28/04/2020	0.781	0	1.173	24.643	77.261	655.200	0.392	54.167	453.255
29/04/2020	0.774	0	1.158	25.417	78.419	655.200	0.384	54.167	451.152
